0:clientscript,tt_rewards_init
2610:clientscript,magic_spellbook_redraw
2611:proc,magic_spellbook_redraw
2612:unknown,script2612
2613:unknown,script2613
2614:unknown,script2614
2615:proc,magic_spellbook_modifyops
2616:proc,magic_spellbook_initialisespells
2617:clientscript,magic_spellbook_targetmode
2618:proc,magic_spellbook_hidespells
2619:unknown,script2619
2620:proc,magic_spellbook_hasrunes
2621:proc,magic_spellbook_sort
2622:clientscript,magic_spellbook_settooltip
2623:proc,magic_spellbook_settooltip
2624:proc,wom_tab_highlight
2625:proc,wom_get_graphics
2626:proc,wom_get_tab
2627:proc,wom_get_text
2628:clientscript,bondif_mobile_init
2629:unknown,script2629
2630:unknown,script2630
2631:unknown,script2631
2632:unknown,script2632
2633:unknown,script2633
2634:clientscript,mobile_rating_init
2635:clientscript,options_fps_resynch
2636:proc,options_fps
2637:unknown,script2637
2638:unknown,script2638
2639:clientscript,xpdrops_tooltip_mobile
2640:clientscript,xpdrops_tooltip_mobile_remove
2641:clientscript,equipment_icon_init
2642:clientscript,equipment_icon_check
2643:clientscript,equipment_icon_flash
2644:clientscript,tutorial_default_settings
2645:clientscript,tutorial_end
2646:proc,toplevel_sidebutton_highlight
2647:unknown,script2647
2648:unknown,script2648
2649:unknown,script2649
2650:clientscript,telenexus_radio_click
2651:clientscript,telenexus_tick_op
2652:clientscript,telenexus_tick_mouseover
2653:clientscript,telenexus_tick_mouseleave
2654:clientscript,telenexus_show_cost
2655:proc,telenexus_show_cost
2656:clientscript,telenexus_examine_cost
2657:clientscript,telenexus_hide_cost
2658:proc,telenexus_hide_cost
2659:clientscript,telenexus_okbutton_click
2660:clientscript,telenexus_done_text
2661:clientscript,telenexus_cancel
2662:clientscript,poh_nexus_model
2663:proc,poh_nexus_model
2664:unknown,script2664
2665:unknown,script2665
2666:proc,telenexus_set_slot
2667:proc,telenexus_remove_tele
2668:proc,telenexus_slots_full
2669:proc,telenexus_get_slot_value
2670:unknown,script2670
2671:unknown,script2671
2672:clientscript,telenexus_teleport_init
2673:unknown,script2673
2674:unknown,script2674
2675:unknown,script2675
2676:clientscript,telenexus_options_mouseover
2677:clientscript,telenexus_options_mouseleave
2678:clientscript,telenexus_scry_click
2679:clientscript,telenexus_scry_vartrans
2680:proc,telenexus_options
2681:proc,telenexus_get_slot
2682:unknown,script2682
2683:clientscript,options_bottom_appearance
2684:clientscript,bond_prompt_init
2685:unknown,script2685
2686:unknown,script2686
2687:unknown,script2687
2688:unknown,script2688
2689:unknown,script2689
2690:unknown,script2690
2691:unknown,script2691
2692:unknown,script2692
2693:unknown,script2693
2694:unknown,script2694
2695:clientscript,tournament_supplies_previewarea
2696:proc,tournament_supplies_previewarea
2697:clientscript,tournament_supplies_switchlayer
2698:proc,tournament_supplies_switchlayer
2699:unknown,script2699
2700:unknown,script2700
2701:proc,tooltip_build
2702:unknown,script2702
2703:unknown,script2703
2704:unknown,script2704
2705:unknown,script2705
2706:unknown,script2706
2707:clientscript,1v1arena_review_init
2708:clientscript,1v1arena_review_draw
2709:proc,1v1arena_review_draw
2710:clientscript,1v1arena_results_init
2711:clientscript,1v1arena_clear_opbutton
2712:clientscript,1v1arena_clear_resetbutton
2713:clientscript,1v1arena_hud_init
2714:clientscript,1v1arena_hud_button
2715:clientscript,1v1arena_hud_resetbutton
2716:clientscript,1v1arena_hud_toggle
2717:proc,1v1arena_hud_toggle
2718:clientscript,1v1arena_hud_transmit
2719:proc,1v1arena_hud_buildplayer
2720:unknown,script2720
2721:proc,1v1arena_hud_buildarena
2722:clientscript,1v1arena_spectator_init
2723:clientscript,1v1arena_spectator_endhint
2724:unknown,script2724
2725:unknown,script2725
2726:unknown,script2726
2727:clientscript,meslayer_keyboard_show
2728:proc,collection_draw_tab
2729:clientscript,collection_hover_tab
2730:clientscript,collection_draw_list
2731:proc,collection_draw_list
2732:proc,collection_draw_log
2733:clientscript,collection_item_click
2734:unknown,script2734
2735:proc,collection_category_count
2736:unknown,script2736
2737:unknown,script2737
2738:unknown,script2738
2739:unknown,script2739
2740:unknown,script2740
2741:unknown,script2741
2742:unknown,script2742
2743:clientscript,longscroll_init
2744:unknown,script2744
2745:clientscript,farming_tools_main_create_quantitybutton
2746:unknown,script2746
2747:proc,farming_tools_main_create_quantitybutton
2748:clientscript,farming_tools_main_recreate
2749:proc,farming_tools_main_recreate
2750:clientscript,farming_tools_side_recreate
2751:proc,farming_tools_side_recreate
2752:clientscript,snapshot_openkeyboard
2753:clientscript,wint_timer_init
2754:clientscript,wint_timer_resynch
2755:proc,wint_timer_resynch
2756:clientscript,wint_timer_countdown
2757:proc,wint_timer_countdown
2758:proc,prayer_infobutton
2759:clientscript,prayer_infomode
2760:clientscript,prayer_levelupdate
2761:proc,prayer_levelupdate
2762:proc,prayer_gettooltiptext
2763:proc,tol_pressure_draw
2764:proc,tol_pressure_valveinit
2765:clientscript,tol_pressure_valvelistener
2766:proc,tol_pressure_valvelistener
2767:clientscript,tol_pressure_valveop
2768:clientscript,tol_pipe_init
2769:clientscript,tol_pipe_setbuttons
2770:proc,tol_pipe_setbuttons
2771:clientscript,pest_rewards_init
2772:clientscript,pest_rewards_showpoints
2773:proc,pest_rewards_showpoints
2774:clientscript,pest_rewards_confirmop
2775:clientscript,pest_rewards_draw
2776:proc,pest_rewards_draw
2777:clientscript,pest_rewards_confirmdraw
2778:proc,pest_rewards_confirmdraw
2779:proc,pest_rewards_itemdraw
2780:proc,pest_rewards_statdraw
2781:proc,pest_rewards_statbuttondraw
2782:clientscript,pest_rewards_select
2783:clientscript,pest_rewards_refuse
2784:proc,pest_rewards_costpoints
2785:proc,pest_rewards_costpts
2786:unknown,script2786
2787:clientscript,barrows_puzzle_init
2788:proc,barrows_puzzle_buttoninit
2789:clientscript,barrows_puzzle_buttonhover
2790:proc,skill_guide_subsection_magic
2791:proc,skill_guide_data_magic
2792:proc,orbs_spec_draw_button
2793:clientscript,orbs_toggle_spec_op
2794:clientscript,orbs_blocked_spec_op
2795:clientscript,itemsets_info_init
2796:unknown,script2796
2797:clientscript,journal_list_init
2798:unknown,script2798
2799:unknown,script2799
2800:unknown,script2800
2801:unknown,script2801
2802:unknown,script2802
2803:unknown,script2803
2804:unknown,script2804
2805:clientscript,deadman_broadcast_message
2806:unknown,script2806
2807:proc,deadman_broadcast_message_sizing
2808:clientscript,deadman_broadcast_message_timer
2809:unknown,script2809
2810:unknown,script2810
2811:clientscript,seed_vault_side_init
2812:clientscript,seed_vault_side_draw
2813:proc,seed_vault_side_draw
2814:unknown,script2814
2815:clientscript,seed_vault_catop
2816:clientscript,seed_vault_catvar
2817:proc,seed_vault_catselect
2818:clientscript,seed_vault_init
2819:clientscript,seed_vault_build
2820:proc,seed_vault_build
2821:unknown,script2821
2822:unknown,script2822
2823:unknown,script2823
2824:clientscript,seed_vault_drag_obj
2825:clientscript,seed_vault_drag_text
2826:proc,seed_vault_doscroll
2827:clientscript,seed_vault_drop
2828:unknown,script2828
2829:unknown,script2829
2830:unknown,script2830
2831:unknown,script2831
2832:unknown,script2832
2833:unknown,script2833
2834:unknown,script2834
2835:worlddecoderelementmouserepeat,619
2836:worlddecoderelementmouseleave,619
2837:unknown,script2837
2838:unknown,script2838
2839:unknown,script2839
2840:clientscript,adventurepath_voucher_init
2841:proc,adventurepath_voucher_entry
2842:clientscript,adventurepath_voucher_item_op
2843:clientscript,adventurepath_item_init
2844:proc,adventurepath_item_entry
2845:proc,adventurepath_return_head_pos
2846:clientscript,adventurepath_init
2847:proc,adventurepath_change_page
2848:clientscript,cocktail_init_if
2849:unknown,script2849
2850:unknown,script2850
2851:proc,cocktail_show_cocktails
2852:proc,seed_vault_size_check
2853:clientscript,cocktail_show_ingredients
2854:proc,cocktail_show_ingredients
2855:proc,cocktail_create_ingredient
2856:proc,cocktail_return_dummy
2857:proc,cocktail_check_inv
2858:clientscript,clock_build
2859:clientscript,clock_fake_update
2860:clientscript,clock_update
2861:proc,clock_set
2862:proc,seed_vault_searching
2863:proc,seed_vault_filteritem
2864:proc,seed_vault_filterstring
2865:clientscript,seed_vault_search_toggle
2866:proc,seed_vault_search_setbutton
2867:clientscript,seed_vault_search_refresh
2868:clientscript,objbox_setbuttons
2869:clientscript,objbox_listener
2870:clientscript,objbox_reset
2871:unknown,script2871
2872:unknown,script2872
2873:clientscript,kdr_update
2874:proc,kdr_update
2875:unknown,script2875
2876:unknown,script2876
2877:clientscript,clanwars_setup_smallbox_open
2878:clientscript,clanwars_setup_smallbox_close
2879:clientscript,clanwars_setup_smallbox_updatetext
2880:proc,clanwars_setup_smallbox_updatetext
2881:unknown,script2881
2882:unknown,script2882
2883:unknown,script2883
2884:unknown,script2884
2885:unknown,script2885
2886:clientscript,hp_hud_fade_in_check
2887:clientscript,hp_hud_fade_in
2888:proc,hp_hud_fade_in
2889:clientscript,hp_hud_fade_out
2890:proc,hp_hud_fade_out
2891:proc,orbs_worlddecoder_graphics
2892:proc,orbs_worlddecoder_op1
2893:clientscript,overlay_portal
2894:clientscript,overlay_portal_remove
2895:clientscript,overlay_portal_adjust
2896:clientscript,mirror_interface_init
2897:clientscript,mirror_interface_keypress
2898:clientscript,mirror_interface_button_reset
2899:clientscript,mirror_interface_button_draw
2900:proc,mirror_interface_button_draw
2901:unknown,script2901
2902:unknown,script2902
2903:unknown,script2903
2904:worlddecoderelementmouserepeat,630
2905:worlddecoderelementmouserepeat,631
2906:worlddecoderelementmouseleave,630
2907:worlddecoderelementmouseleave,631
2908:clientscript,gauntlet_decoder_init
2909:proc,gauntlet_decoder_update
2910:proc,gauntlet_decoder_start_update
2911:proc,gauntlet_decoder_room_update
2912:proc,gauntlet_decoder_player_update
2913:clientscript,gauntlet_overlay_init
2914:clientscript,gauntlet_timer_update
2915:clientscript,gauntlet_timer
2916:clientscript,gauntlet_timer_end
2917:clientscript,gauntlet_recipes_init
2918:unknown,script2918
2919:proc,gauntlet_select_item
2920:unknown,script2920
2921:unknown,script2921
2922:unknown,script2922
2923:unknown,script2923
2924:unknown,script2924
2925:unknown,script2925
2926:clientscript,skillmain_init
2927:clientscript,skillmain_setup
2928:proc,skillmain_setup
2929:proc,skillmain_button_create
2930:clientscript,skillmain_setquantity
2931:clientscript,skillmain_button_draw
2932:proc,skillmain_button_draw
2933:proc,skillmain_button_wipe
2934:clientscript,silver_crafting_mouseeffect
2935:unknown,script2935
2936:clientscript,silver_crafting_jewellerytitle_draw
2937:proc,silver_crafting_jewellerytitle_draw
2938:proc,silver_crafting_jewellery_setup
2939:clientscript,silver_crafting_jewellery_draw
2940:proc,silver_crafting_jewellery_draw
2941:unknown,script2941
2942:unknown,script2942
2943:unknown,script2943
2944:unknown,script2944
2945:proc,adventurepath_init
2946:proc,adventurepath_draw_path
2947:clientscript,adventurepath_on_mouse_over
2948:clientscript,adventurepath_task_init_transmit
2949:clientscript,adventurepath_task_init
2950:proc,adventurepath_task_init_op
2951:proc,adventurepath_task_init
2952:clientscript,adventurepath_mouseover_path_reward
2953:clientscript,adventurepath_mouseleave_path_reward
2954:clientscript,adventurepath_set_info_transmit
2955:clientscript,adventurepath_set_info
2956:unknown,script2956
2957:unknown,script2957
2958:proc,adventurepath_flashicon
2959:proc,adventurepath_return_task_status
2960:proc,adventurepath_return_reward_f2p
2961:proc,adventurepath_return_reward_p2p
2962:proc,adventurepath_return_kit
2963:proc,adventurepath_return_path_status
2964:proc,adventurepath_return_path_reward_f2p
2965:proc,adventurepath_return_path_reward_p2p
2966:proc,adventurepath_return_voucher
2967:proc,adventurepath_return_path_length
2968:proc,adventurepath_return_path_tasks_done
2969:proc,adventurepath_return_task_focus
2970:proc,adventurepath_set_task_focus
2971:proc,adventurepath_return_task_recommended
2972:unknown,script2972
2973:unknown,script2973
2974:proc,create_v2_stone_button_filled_free
2975:clientscript,v2_stone_button_filled_free
2976:proc,v2_stone_button_filled_free
2977:clientscript,v2_stone_button_in_filled_free
2978:proc,v2_stone_button_in_filled_free
2979:proc,create_v2_stone_button_filled_free_icon
2980:clientscript,v2_stone_button_filled_free_icon
2981:proc,v2_stone_button_filled_free_icon
2982:clientscript,v2_stone_button_in_filled_free_icon
2983:proc,v2_stone_button_in_filled_free_icon
2984:unknown,script2984
2985:unknown,script2985
2986:unknown,script2986
2987:unknown,script2987
2988:unknown,script2988
2989:unknown,script2989
2990:unknown,script2990
2991:proc,stoneborder_free
2992:clientscript,adventurepath_do_nothing
2993:proc,adventurepath_hint_list
2994:unknown,script2994
2995:unknown,script2995
2996:unknown,script2996
2997:proc,adventurepath_set_info
2998:unknown,script2998
2999:unknown,script2999
3000:unknown,script3000
3001:unknown,script3001
3002:proc,adventurepath_task_focus
3003:clientscript,adventurepath_open_url
3004:unknown,script3004
3005:proc,adventurepath_spawn_item
3006:clientscript,adventurepath_say_item
3007:proc,adventurepath_button_text
3008:clientscript,adventurepath_back_mouseover
3009:clientscript,adventurepath_back_mouseleave
3010:proc,adventurepath_back_button_text
3011:clientscript,adventurepath_back_to_paths
3012:clientscript,adventurepath_show_more_info
3013:unknown,script3013
3014:unknown,script3014
3015:unknown,script3015
3016:unknown,script3016
3017:unknown,script3017
3018:clientscript,adventurepath_side_init
3019:clientscript,adventurepath_side_info_transmit
3020:unknown,script3020
3021:clientscript,adventurepath_side_layer
3022:proc,adventurepath_side_info
3023:proc,adventurepath_side_settings
3024:clientscript,adventurepath_side_settings_button_op
3025:proc,adventurepath_side_settings_content
3026:unknown,script3026
3027:unknown,script3027
3028:unknown,script3028
3029:unknown,script3029
3030:unknown,script3030
3031:unknown,script3031
3032:unknown,script3032
3033:unknown,script3033
3034:unknown,script3034
3035:proc,adventurepath_side_create_toggle
3036:clientscript,adventurepath_side_settings_back_leave
3037:proc,adventurepath_side_settings_back_leave
3038:clientscript,adventurepath_side_settings_back_over
3039:clientscript,adventurepath_side_settings_back_op
3040:unknown,script3040
3041:unknown,script3041
3042:proc,poh_tablets_buildbutton
3043:clientscript,poh_tablets_updatebutton
3044:clientscript,poh_tablets_hidehighlight
3045:clientscript,trawler_water_init
3046:clientscript,trawler_water_update
3047:proc,trawler_water_update
3048:clientscript,trawler_activity_init
3049:clientscript,trawler_activity_update
3050:proc,trawler_activity_update
3051:unknown,script3051
3052:unknown,script3052
3053:unknown,script3053
3054:clientscript,arceuus_teletab_init
3055:clientscript,arceuus_teletab_redraw
3056:proc,arceuus_teletab_redraw
3057:proc,arceuus_teletab_addingredient
3058:proc,arceuus_teletab_placeingredient
3059:proc,arceuus_teletab_button_redraw
3060:clientscript,arceuus_teletab_button_draw
3061:proc,arceuus_teletab_button_draw
3062:clientscript,arceuus_teletab_button_op
3063:clientscript,arceuus_teletab_confirm_draw
3064:proc,arceuus_teletab_confirm_draw
3065:clientscript,arceuus_teletab_confirm_op
3066:clientscript,arceuus_teletab_confirm_reset
3067:proc,br_loadout_drawloadout
3068:clientscript,br_loadout_insert
3069:clientscript,br_loadout_rearrange
3070:proc,br_loadout_additem
3071:clientscript,br_loadout_hidewarning
3072:unknown,script3072
3073:proc,br_loadout_sort
3074:proc,br_loadout_get_inv
3075:proc,br_loadout_get_worn
3076:proc,br_loadout_set_inv
3077:proc,br_loadout_set_worn
3078:clientscript,br_tournament_button_init
3079:clientscript,br_tournament_button_reset
3080:proc,br_tournament_button_reset
3081:clientscript,br_tournament_button_op
3082:unknown,script3082
3083:unknown,script3083
3084:unknown,script3084
3085:unknown,script3085
3086:unknown,script3086
3087:unknown,script3087
3088:unknown,script3088
3089:unknown,script3089
3090:unknown,script3090
3091:proc,welcome_screen_banner
3092:unknown,script3092
3093:clientscript,canoe_init
3094:clientscript,canoe_remake
3095:proc,canoe_setup
3096:proc,canoe_name
3097:clientscript,close_mouse_interact
3098:clientscript,canoe_close
3099:clientscript,canoe_decoder_init
3100:proc,canoe_location_setup
3101:clientscript,canoe_location_hover
3102:unknown,script3102
3103:proc,canoe_get_state
3104:proc,canoe_return_locations
3105:unknown,script3105
3106:unknown,script3106
3107:unknown,script3107
3108:unknown,script3108
3109:clientscript,poh_board_init
3110:clientscript,poh_board_addline
3111:clientscript,poh_board_set_last_name
3112:proc,poh_board_setsort
3113:proc,poh_board_redraw
3114:proc,poh_board_v_line
3115:proc,poh_board_sortbutton_draw
3116:clientscript,poh_board_hoversort
3117:clientscript,poh_board_clicksort
3118:clientscript,poh_board_location_filter_init
3119:clientscript,poh_board_location_filter_ontransmit
3120:clientscript,poh_board_location_filter_clicked
3121:proc,poh_board_location_filter_activate
3122:proc,poh_board_location_filter_build
3123:proc,poh_board_loc
3124:clientscript,poh_board_explain_location
3125:unknown,script3125
3126:unknown,script3126
3127:unknown,script3127
3128:unknown,script3128
3129:unknown,script3129
3130:unknown,script3130
3131:unknown,script3131
3132:unknown,script3132
3133:unknown,script3133
3134:unknown,script3134
3135:unknown,script3135
3136:unknown,script3136
3137:unknown,script3137
3138:unknown,script3138
3139:unknown,script3139
3140:unknown,script3140
3141:clientscript,target_system_init
3142:clientscript,target_system_hideop
3143:clientscript,target_system_redraw
3144:proc,target_system_redraw
3145:unknown,script3145
3146:unknown,script3146
3147:unknown,script3147
3148:unknown,script3148
3149:unknown,script3149
3150:unknown,script3150
3151:unknown,script3151
3152:unknown,script3152
3153:clientscript,offer_banner_init
3154:proc,offer_banner_close
3155:clientscript,offer_banner
3156:proc,offer_banner
3157:clientscript,offer_button
3158:proc,offer_button
3159:unknown,script3159
3160:proc,league_world
3161:clientscript,clear_chat_all
3162:clientscript,league_icon_flash
3163:clientscript,league_flash_timer
3164:proc,league_flashicon
3165:clientscript,buff_bar_init
3166:clientscript,buff_bar_setup
3167:proc,buff_bar_setup
3168:proc,buff_bar_buff_create
3169:proc,buff_bar_buff_create_tooltip
3170:clientscript,buff_bar_mobile_tooltip
3171:clientscript,buff_bar_mobile_tooltip_remove
3172:proc,buff_bar_buff_position
3173:unknown,script3173
3174:unknown,script3174
3175:unknown,script3175
3176:unknown,script3176
3177:unknown,script3177
3178:unknown,script3178
3179:proc,chatbox_open
3180:unknown,script3180
3181:clientscript,league_points_progress_bar
3182:proc,league_points_progress_bar
3183:unknown,script3183
3184:clientscript,league_points_progress_bar_expand
3185:clientscript,league_border_pulse_start
3186:clientscript,league_border_pulse_stop
3187:clientscript,league_border_pulse
3188:clientscript,league_relics_init
3189:proc,league_relics_draw_selections
3190:clientscript,league_relic_hover
3191:clientscript,league_relics_loading
3192:clientscript,league_relics_stop_loading
3193:clientscript,league_relic_expanded_view
3194:clientscript,league_relic_not_available
3195:clientscript,league_relic_button_hover
3196:clientscript,league_relic_back
3197:clientscript,league_relic_confirm
3198:clientscript,league_relic_confirm_back
3199:proc,league_relic_display
3200:proc,league_relic_display_twisted
3201:unknown,script3201
3202:clientscript,league_tasks_init
3203:clientscript,league_tasks_draw_list
3204:proc,league_tasks_draw_list
3205:proc,account_setup_tabs
3206:clientscript,league_task_hover
3207:clientscript,league_task_filter_init
3208:clientscript,league_task_updatetext
3209:proc,league_task_filter_updatetext
3210:unknown,script3210
3211:unknown,script3211
3212:clientscript,league_task_filter_open
3213:unknown,script3213
3214:clientscript,league_task_filter_close
3215:proc,league_task_updatetext
3216:proc,league_task_is_completed
3217:clientscript,league_info_init
3218:proc,league_info_draw_interface
3219:proc,league_get_league_name
3220:clientscript,league_info_mouseover
3221:clientscript,league_info_mouseleave
3222:clientscript,league_blog_click
3223:clientscript,league_menu_click
3224:clientscript,league_menu_frame_click
3225:clientscript,league_side_panel_init
3226:clientscript,league_side_panel_update_bar
3227:proc,league_side_panel_update_bar
3228:proc,league_side_panel_update_text
3229:clientscript,league_side_panel_button_hover
3230:clientscript,league_side_panel_hudtoggle
3231:clientscript,league_side_panel_hudop
3232:proc,league_side_panel_hudtoggle
3233:unknown,script3233
3234:unknown,script3234
3235:proc,update_diary_entry_grey
3236:proc,questlist_f2p_progress_grey
3237:proc,questlist_members_progress_grey
3238:unknown,script3238
3239:proc,questlist_showprogress_grey
3240:unknown,script3240
3241:unknown,script3241
3242:unknown,script3242
3243:unknown,script3243
3244:unknown,script3244
3245:unknown,script3245
3246:unknown,script3246
3247:unknown,script3247
3248:unknown,script3248
3249:unknown,script3249
3250:unknown,script3250
3251:unknown,script3251
3252:unknown,script3252
3253:clientscript,magic_training_init
3254:clientscript,magic_training_rewards
3255:proc,magic_training_rewards
3256:clientscript,magic_training_rewards_op
3257:proc,magic_training_highlight_selected
3258:proc,magic_training_costs_background
3259:clientscript,magic_training_costs_transmit
3260:proc,magic_training_costs
3261:clientscript,magic_training_confirm_transmit
3262:proc,magic_training_confirm
3263:clientscript,account_tab_highlight
3264:clientscript,account_tab_highlight_reset
3265:proc,account_tab_highlight
3266:proc,account_tab_highlight_reset
3267:clientscript,account_switch_tab
3268:clientscript,account_update_tabs
3269:proc,account_update_tabs
3270:proc,account_polls_update
3271:unknown,script3271
3272:unknown,script3272
3273:unknown,script3273
3274:unknown,script3274
3275:unknown,script3275
3276:unknown,script3276
3277:unknown,script3277
3278:unknown,script3278
3279:unknown,script3279
3280:unknown,script3280
3281:unknown,script3281
3282:unknown,script3282
3283:unknown,script3283
3284:unknown,script3284
3285:unknown,script3285
3286:unknown,script3286
3287:unknown,script3287
3288:unknown,script3288
3289:unknown,script3289
3290:unknown,script3290
3291:unknown,script3291
3292:unknown,script3292
